Date and Time Downloaded : 05/04/2021 03:44:00 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000000115","115","CADIZ CITY HEALTH OFFICE AND EMERGENCY CLINIC","","","","Rural Health Unit","Government","Local Government Unit","","CABAHUG STREET","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","CADIZ CITY","064504000","BARANGAY 3 POB. (ZONE 3)","064504005","6121","+63 344931772","","+63 344930087","cadizcho@yahoo.com","","","IBAÑEZ","MARIA VICTORIA","E.","City Health Officer","","",""
"DOH000000000000123","123","BALASAN RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","CORNER J. LUNA AND MALUNDA STREETS","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","BALASAN","063005000","POBLACION SUR","063005018","5018","+63 333970804","","+63 333970296","balasanrhu@yahoo.com","","","DILE","NAZARENO","AMANTILLO","Municipal Health Officer","","",""
"DOH000000000000144","144","NEW WASHINGTON RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","NEW WASHINGTON, POBLACION"," ","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","NEW WASHINGTON","060415000","POBLACION","060415013","5610","+63 362643396"," "," "," "," "," ","PERALTA","EMMANUEL","M.","Municipal Health Officer","","",""
"DOH000000000000166","166","IVISAN RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","M.H.DEL PILAR STREET","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","IVISAN","061905000","POBLACION NORTE","061905013","5805","+63 366200004","","","ivisanmunicipalhealthoffice@yahoo.com","","","ANDRADA","MIGNON","SALARDA","Municipal Health Officer","","",""
"DOH000000000000190","190","SIGMA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PONSARAN STREET"," ","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","SIGMA","061916000","POBLACION NORTE","061916019","5816","+63 366470450"," "," "," "," "," ","PROTASIO","LORNA CARMELA","A.","Municipal Health Officer","","",""
"DOH000000000000414","414","ADVENTIST MEDICAL CENTER - BACOLOD, INC.","BACOLOD ADVENTIST MEDICAL CENTER","","","Hospital","Private","","","C.V. RAMOS AVENUE","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","BACOLOD CITY (Capital)","064501000","TACULING","064501057","6100","+63 344334831","","+63 344332255","","","","GAYARES","HECTOR, JR.","G.","Chief of Hospital","With License","Level 3","150"
"DOH000000000000419","419","BAILAN DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PONTEVEDRA","061912000","BAILAN","061912004","5802","","","","","","","LORETIZO","MA. VENUS","B.","Chief of Hospital","With License","Level 1","50"
"DOH000000000000424","424","GOVERNOR NIEL D. TUPAS, SR. DISTRICT HOSPITAL","BAROTAC VIEJO DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","BAROTAC VIEJO","063008000","SAN LUCAS","063008026","5011","+63 333620300","","+63 333620300","bvdh2013@gmail.com","","","GUIBAN","CENON","C.","Chief of Hospital","With License","Level 1","25"
"DOH000000000000432","432","BAGO CITY HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","BAGO CITY","064502000","BALINGASAG","064502006","6101","+63 344610552","+63 344610553","+63 344610552","HOSPITALBAGOCITY@YAHOO.COM","","","PACILAN","JESUS REY","ORTIZ","Chief of Hospital","With License","Level 1","50"
"DOH000000000000480","480","CIRIACO S. TIROL HOSPITAL","DON CIRIACO S. TIROL SR. MEMORIAL HOSPITAL","","","Infirmary","Government","Local Government Unit","","BORACAY ISLAND","","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","MALAY","060412000","BALABAG","060412002","5608","+63 362883041","","","ciriacostirolhospital@yahoo.com","","","MAMON-PESTAÑO","FLORENCE AUDREY","","Medical Officer","With License","","10"
"DOH000000000000481","481","DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL","DON JOSE S. MONFORT MEDICAL CENTER","","","Hospital","Government","Department Of Health","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","BAROTAC NUEVO","063007000","TABUCAN","063007025","5007","+63 333970879","","","","","","NICOLO","JOSEPH DEAN","","Chief of Hospital","With License","Level 1","100"
"DOH000000000000484","484","DON SALVADOR BENEDICTO MEMORIAL DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","GURREA STREET","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","LA CARLOTA CITY","184516000","BATUAN","184516004","6130","+63 344603525","","","","","","PALACIOS","GABBY","P.","Chief of Hospital","With License","Level 1","25"
"DOH000000000000487","487","DON VALERIO PALMARES SR. MEMORIAL DISTRICT HOSPITAL","PASSI CITY DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","ALFELOR STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","CITY OF PASSI","063035000","POBLACION ILAYA","063035040","5037","","","","","","","BALTAZAR","GENE","","Chief of Hospital","With License","Level 1","25"
"DOH000000000000494","494","DR. GUMERSINDO GARCIA SR MEMORIAL HOSPITAL","","","","Infirmary","","Local Government Unit","","GUANZON STREET","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","CITY OF KABANKALAN","064515000","","","6111","+63 344712113","","","","","","JIMENIA","LOUIE","B.","","With License","",""
"DOH000000000000512","512","DR. PABLO O. TORRE MEMORIAL HOSPITAL","DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL","RIVERSIDE MEDICAL CENTER INC.","","Hospital","Private","","","SEN. B. AQUINO DRIVE","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","BACOLOD CITY (Capital)","064501000","BARANGAY  5 (POB.)","064501040","6100","","","","","","","PEDRACIO","DOMINADOR","S.","Chief of Hospital","With License","Level 3","300"
"DOH000000000000513","513","DR. RAFAEL S. TUMBOKON MEMORIAL HOSPITAL","DR. RAFAEL S. TUMBOKON MEMORIAL PROVINCIAL HOSPITAL","","","Hospital","Government","Local Government Unit","","MABINI STREET","","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","KALIBO (Capital)","060407000","POBLACION","060407013","5600","+63 362684197","","","","","","MACAHILAS","PAUL","L.","Chief of Hospital","With License","Level 2","300"
"DOH000000000000514","514","DR. RICARDO S. PROVIDO SR. MEMORIAL DISTRICT HOSPITAL","CALINOG DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","CALINOG","063013000","DALID","063013027","5040","","","","","","","DUMDUM","ARMANDO","","Chief of Hospital","With License","Level 1","50"
"DOH000000000000515","515","DR. RICARDO Y. LADRIDO MEMORIAL DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","LAMBUNAO","063025000","POBLACION ILAWOD","063025057","5042","+63 333300559","","","drylmhlambunao@yahoo.com","","","CORDERO","ALICIA","Y.","Chief of Hospital","With License","Level 1","50"
"DOH000000000000527","527","TERESITA L. JALANDONI PROVINCIAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","SILAY CITY","184526000","LANTAD","184526013","6116","+63 347148485","+63 344951705","+63 347148485","","","","PINONGAN","MA. GIRLIE","HIDALGO","Chief of Hospital","With License","Level 1","100"
"DOH000000000000530","530","VICENTE GUSTILO DISTRICT HOSPITAL","VICENTE GUSTILO MEMORIAL DISTRICT HOSPITAL","MAGDALINE HOSPITAL","","Hospital","Government","Local Government Unit","","SITIO BUG-AS","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","CITY OF ESCALANTE","184509000","BALINTAWAK (POB.)","184509002","6124","+63 342139027","+63 342139028","","","","","JAVELLANA","GLICERIO","ALVEZO","Chief of Hospital","With License","Level 1","50"
"DOH000000000000535","535","RAMON D. DUREMDES DISTRICT HOSPITAL","DUMANGAS DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","DUMANGAS","063018000","ILAYA 1ST","063018021","5006","+63 335278062","+63 333612229","","","","","PUIG","NANETTE","","Chief of Hospital","With License","Level 1","50"
"DOH000000000000544","544","ELEUTERIO T. DECENA MEMORIAL HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","HINOBA-AN (ASIA)","184512000","BACUYANGAN","184512003","6114","","","","","","","CUBID","RODRIGO","E.","Chief of Hospital","With License","","10"
"DOH000000000000557","557","GOV. VALERIANO GATUSLAO MEMORIAL DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","RIZAL STREET","2016/12/30","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","CITY OF HIMAMAYLAN","184510000","BARANGAY IV (POB.)","184510019","6108","","","","","","","JAVILLANA","GLICERIO","A.","Chief of Hospital","With License","Level 1",""
"DOH000000000000561","561","DR. CATALINO GALLEGO NAVA PROVINCIAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","GUIMARAS","067900000","JORDAN (Capital)","067902000","SAN MIGUEL","067902026","5045","+63 335812037","","","","","","GUMABONG","SHEILA","","Chief of Hospital","With License","Level 1","25"
"DOH000000000000562","562","BUENAVISTA EMERGENCY HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","GUIMARAS","067900000","BUENAVISTA","067901000","MCLAIN","067901016","5044","+63 332807892","","","","","","SOLIDUM","ROSANA","N.","Chief of Hospital","With License","","10"
"DOH000000000000573","573","IBAJAY DISTRICT HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","IBAJAY","060406000","AGBAGO","060406001","5613","+63 362892011","+63 362892276","+63 362892276","","","","GELITO","MARY JEAN","A.","Chief of Hospital","With License","","25"
"DOH000000000000575","575","ILOILO PROVINCIAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","POTOTAN","063037000","RUMBANG","063037047","5008","+63 335297495","+63 335239515","","","","","CORDERO","ALBERTO","","Chief of Hospital","With License","Level 1","175"
"DOH000000000000591","591","KABANKALAN CITY HOSPITAL","TABUGON COMMUNITY HOSPITAL","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","CITY OF KABANKALAN","184515000","TABUGON","184515027","6111","+63 342133751","+63 344712291","+63 344730547","","","","DAGUIA","CORNELIO","A.","Chief of Hospital","With License","","10"
"DOH000000000000625","625","LORENZO D. ZAYCO DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","SITIO MOJON","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","CITY OF KABANKALAN","184515000","BINICUIL","184515002","6111","+63 344712145","","","","","","PABILLO","CLAUDELIA JOSEFA","S.","Chief of Hospital","With License","Level 1","25"
"DOH000000000000640","640","MALAY MUNICIPAL HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","MALAY","060412000","MOTAG","060412017","5608","+63 362888729","","","","","","JAPITANA","JENETH","","Chief of Hospital","With License","","10"
"DOH000000000000723","723","REP. PEDRO G. TRONO MEMORIAL HOSPITAL","REP. PEDRO G. TRONO MEMORIAL DISTRICT HOSPITAL","","","Hospital","Government","Local Government Unit","","RIZAL STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","GUIMBAL","063020000","RIZAL-TUGUISAN (POB.)","063020030","5022","+63 338820378","","","","","","ESLABRA","LILY ANN","C.","Chief of Hospital","With License","Level 1","75"
"DOH000000000000745","745","SEN. GERARDO M. ROXAS MEMORIAL DISTRICT HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DAO","061902000","","","5810","+63 336580037","","","","","","MAGSILA","MA. LUISA","B.","Chief of Hospital","With License","","25"
"DOH000000000000756","756","ST. ANTHONY COLLEGE HOSPITAL","","","","Hospital","Private","","","SAN ROQUE EXT.","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","","","5800","+63 366216004","","","","","","LIBO-ON","MANILEÑA","A.","Chief of Hospital","With License","Level 2","165"
"DOH000000000000763","763","SAINT GABRIEL MEDICAL CENTER, INC.","SAINT GABRIEL HOSPITAL, INC.","","","Hospital","Private","","","ARCH. G. REYES STREET","","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","KALIBO (Capital)","060407000","POBLACION","060407013","5600","+63 362681623","","+63 362627315","stgabmedicalcenter@yahoo.com","","","LEGASPI","JACINTA","SALAZAR","Medical Director","With License","Level 2","120"
"DOH000000000000772","772","ST. PAUL'S HOSPITAL OF ILOILO, INC.","ST. PAUL'S HOSPITAL","","","Hospital","Private","","","GEN. LUNA STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ILOILO CITY (Capital)","063022000","","","5000","+63 333384756","","","sphiloilo@gmail.com","","","ABADESCO","ROSAMOND MARIE","","Chief of Hospital","With License","Level 3","265"
"DOH000000000000791","791","TAPAZ DISTRICT HOSPITAL","","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","TAPAZ","061917000","SALONG","061917037","5814","+63 365380049","","","","","","GLORIA","JEAN","A.","Chief of Hospital","With License","","25"
"DOH000000000000805","805","WESTERN VISAYAS SANITARIUM","","","","Hospital","Government","Department Of Health","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","SANTA BARBARA","063043000","INANGAYAN","063043038","5002","+63 335239515","","","WSANITARIUM@YAHOO.COM","","","DUMAYAS","JUDY ANN","T.","Chief of Hospital","With License","Level 1","75"
"DOH000000000000824","824","BALETE RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","BALETE","060402000","POBLACION","060402011","5614","+63 362723838"," ","+63 362723838","rhubalete@yahoo.com"," "," ","SUALOG","MA. EDEN","C.","Municipal Health Officer","","",""
"DOH000000000000863","863","MAKATO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","MAKATO","060411000","POBLACION","060411015","5611","+63 362763043"," "," "," "," "," ","TABAÑAR","RANE","L.","Municipal Health Officer","","",""
"DOH000000000000904","904","SAPI-AN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","NEMENSIO OLOROSO AVENUE"," ","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","SAPI-AN","061915000","POBLACION","061915010","5806","+63 366470501"," "," ","rhu-sapian@yahoo.com"," "," ","OROSCO","ALFONSO"," ","Municipal Health Officer","","",""
"DOH000000000000934","934","AGCAGAY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","JAMINDAN","061906000","AGCAGAY","061906003","5808","","","","","","","SULTAN","TECELYN","","Rural Health Midwife","","",""
"DOH000000000000953","953","BAGO CHIQUITO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANAY","061909000","BAGO CHIQUITO","061909006","5801","","","","","","","CEZAR","ELISA","B.","Rural Health Midwife","","",""
"DOH000000000000967","967","BASIAO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","IVISAN","061905000","BASIAO","061905004","5805","","","","","","","ESTORES","NIDA","BACARRO","Rural Health Midwife","","",""
"DOH000000000000972","972","BATO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","SAGAY CITY","184523000","BATO","184523002","6122"," "," "," "," "," "," ","MARQUEZ","LUZMINDA","J.","Rural Health Midwife","","",""
"DOH000000000001000","1000","BULA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MAMBUSAO","061908000","BULA","061908010","5807","","","","","","","ASIS","MARIVIC","L.","Rural Health Midwife","","",""
"DOH000000000001025","1025","CADIO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANITAN","061910000","CADIO","061910010","5815","","","","","","","DEGONES","AMELIE","DEQUINA","Rural Health Midwife","","",""
"DOH000000000001049","1049","CARATAYA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","CUARTERO","061901000","CARATAYA","061901010","5811","","","","","","","MAYO","NERISSA","P.","Rural Health Midwife","","",""
"DOH000000000001056","1056","CASANAYAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PILAR","061911000","CASANAYAN","061911004","5804"," "," "," "," "," "," ","CORALES","MA. JOEVIE"," ","Rural Health Midwife","","",""
"DOH000000000001060","1060","CAYUS BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PILAR","061911000","CAYUS","061911005","5804"," "," "," "," "," "," ","DELAMIDE","LINDA"," ","Rural Health Midwife","","",""
"DOH000000000001070","1070","COGON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","COGON","061914023","5800","","","","","","","MANALON","VIOLA","AGUILOS","Rural Health Midwife","","",""
"DOH000000000001071","1071","COGON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANITAN","061910000","COGON","061910013","5815","","","","","","","DANOS","JUDY","DENUBO","Rural Health Midwife","","",""
"DOH000000000001092","1092","DULANGAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PILAR","061911000","DULANGAN","061911007","5804"," "," "," "," "," "," ","AMORES","ARMILA"," ","Rural Health Midwife","","",""
"DOH000000000001097","1097","ESPERANZA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","JAMINDAN","061906000","ESPERANZA","061906008","5808","","","","","","","INOCENCIO","ROSALEN","L.","Rural Health Midwife","","",""
"DOH000000000001099","1099","FERNANDEZ BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MA-AYON","061907000","FERNANDEZ","061907012","5809","","","","","","","DELATINA","MERLINDA","DIONGCO","Rural Health Midwife","","",""
"DOH000000000001110","1110","ILAS SUR BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DAO","061902000","ILAS SUR","061902009","5810","","","","","","","BAUSON","RENNELYN","VILLARUEL","Rural Health Midwife","","",""
"DOH000000000001112","1112","ILAWOD BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PONTEVEDRA","061912000","ILAWOD (POB.)","061912019","5802","","","","","","","BITO-ON","ANTONETTE","D.","Rural Health Midwife","","",""
"DOH000000000001113","1113","ILAYA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","CALATRAVA","184505000","ILAYA","184505014","6126"," "," "," "," "," "," ","ARROGANTE","RENILDA","SAMSON","Rural Health Midwife","","",""
"DOH000000000001121","1121","INTAMPILAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANITAN","061910000","INTAMPILAN","061910016","5815","","","","","","","DECLARO","ROSALINA","DISTOR","Rural Health Midwife","","",""
"DOH000000000001126","1126","KATIPUNAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","TAPAZ","061917000","KATIPUNAN","061917023","5814","","","","","","","PAYAS","JOCELYN","C.","Rural Health Midwife","","",""
"DOH000000000001149","1149","LANOT BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","LANOT","061914032","5800","","","","","","","ACUYADO","RUVELYN","BALDERAMA","Rural Health Physician","","",""
"DOH000000000001151","1151","LANTANGAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PONTEVEDRA","061912000","LANTANGAN","061912015","5802","","","","","","","DIESTRO","CHERYLYN","BORRES","Rural Health Midwife","","",""
"DOH000000000001158","1158","LAWA-AN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","LAWA-AN","061914033","5800","","","","","","","BELARIO","MARY CRISSINNI","CALINAO","Rural Health Midwife","","",""
